Customer,InvoiceDay,Count
64,2011-05-03,1
64,2011-06-01,1
64,2011-07-24,1
64,2011-08-22,1
64,2011-09-25,1
64,2011-10-11,1
64,2011-10-23,1
418,2011-06-20,1
418,2011-06-26,2
418,2011-07-10,2
418,2011-07-18,1
418,2011-09-26,1
418,2011-10-31,1
72,2010-12-05,1
72,2011-01-09,1
72,2011-02-06,1
72,2011-02-27,1
72,2011-03-13,1
72,2011-03-30,1
72,2011-04-13,1
72,2011-05-25,1
72,2011-07-17,1
72,2011-08-28,1
72,2011-10-30,1
12,2010-12-01,3
12,2010-12-16,2
12,2011-01-25,1
12,2011-02-15,2
12,2011-04-05,1
12,2011-05-10,1
12,2011-06-16,2
12,2011-07-21,1
12,2011-08-12,2
12,2011-09-05,2
12,2011-10-06,2
12,2011-11-03,4
12,2011-11-18,2
337,2011-02-22,1
337,2011-04-04,1
337,2011-05-19,1
337,2011-06-10,2
337,2011-07-17,3
337,2011-08-21,2
337,2011-09-09,3
337,2011-10-24,1
337,2011-10-30,2
337,2011-11-10,1
337,2011-12-02,3
349,2011-03-06,1
349,2011-04-07,1
349,2011-05-23,1
349,2011-08-07,1
349,2011-11-18,1
17,2010-12-01,2
17,2010-12-02,1
17,2010-12-03,1
17,2010-12-06,3
17,2010-12-09,1
17,2010-12-10,1
17,2010-12-16,1
17,2010-12-19,1
17,2010-12-21,1
17,2010-12-23,1
17,2011-01-09,1
17,2011-01-18,1
17,2011-01-20,1
17,2011-01-24,1
17,2011-01-26,1
17,2011-01-27,1
17,2011-02-01,1
17,2011-02-04,1
17,2011-02-17,1
17,2011-02-18,1
17,2011-03-04,2
17,2011-03-11,2
17,2011-03-14,3
17,2011-03-15,1
17,2011-03-17,1
17,2011-03-18,1
17,2011-03-20,1
17,2011-03-24,1
17,2011-03-25,1
17,2011-03-28,1
17,2011-03-31,1
17,2011-04-01,1
17,2011-04-04,1
17,2011-04-06,1
17,2011-04-07,2
17,2011-04-11,2
17,2011-04-27,1
17,2011-05-03,2
17,2011-05-05,1
17,2011-05-08,1
17,2011-05-15,1
17,2011-05-16,2
17,2011-05-18,1
17,2011-05-19,2
17,2011-05-20,1
17,2011-05-23,1
17,2011-05-26,3
17,2011-06-07,1
17,2011-06-08,2
17,2011-06-09,2
17,2011-06-13,1
17,2011-06-16,1
17,2011-06-17,1
17,2011-06-19,1
17,2011-06-21,1
17,2011-06-22,1
17,2011-06-23,2
17,2011-06-27,2
17,2011-06-29,1
17,2011-06-30,1
17,2011-07-01,1
17,2011-07-05,1
17,2011-07-14,1
17,2011-07-18,1
17,2011-07-19,2
17,2011-07-21,3
17,2011-07-26,1
17,2011-07-27,2
17,2011-07-28,2
17,2011-07-29,1
17,2011-07-31,1
17,2011-08-04,1
17,2011-08-08,1
17,2011-08-11,2
17,2011-08-12,2
17,2011-08-18,1
17,2011-08-19,1
17,2011-08-21,1
17,2011-08-23,1
17,2011-08-26,2
17,2011-09-01,2
17,2011-09-02,1
17,2011-09-07,3
17,2011-09-14,1
17,2011-09-15,2
17,2011-09-19,1
17,2011-09-20,2
17,2011-09-21,1
17,2011-09-22,3
17,2011-09-23,2
17,2011-09-26,2
17,2011-09-27,1
17,2011-09-28,5
17,2011-09-30,2
17,2011-10-06,1
17,2011-10-07,1
17,2011-10-10,2
17,2011-10-11,3
17,2011-10-12,4
17,2011-10-17,5
17,2011-10-18,1
17,2011-10-19,1
17,2011-10-20,2
17,2011-10-21,1
17,2011-10-24,1
17,2011-10-30,1
17,2011-10-31,1
17,2011-11-01,2
17,2011-11-07,3
17,2011-11-09,1
17,2011-11-10,1
17,2011-11-11,2
17,2011-11-13,2
17,2011-11-14,1
17,2011-11-15,4
17,2011-11-16,1
17,2011-11-17,2
17,2011-11-18,1
17,2011-11-20,1
17,2011-11-21,2
17,2011-11-22,3
17,2011-11-23,1
17,2011-11-24,1
17,2011-11-25,1
17,2011-11-27,1
17,2011-11-28,2
17,2011-11-30,2
17,2011-12-01,2
17,2011-12-04,1
17,2011-12-05,2
17,2011-12-07,3
17,2011-12-08,1
360,2011-03-09,1
360,2011-06-17,1
360,2011-08-23,1
360,2011-10-05,3
360,2011-11-06,2
202,2010-12-14,2
202,2011-02-15,1
202,2011-04-07,1
202,2011-04-21,1
202,2011-07-08,1
202,2011-09-09,1
202,2011-09-19,1
202,2011-11-29,1
271,2011-01-13,1
271,2011-01-26,1
271,2011-02-23,1
271,2011-04-18,1
271,2011-09-28,1
147,2010-12-08,1
147,2010-12-15,1
147,2011-01-09,1
147,2011-02-02,1
147,2011-03-03,1
147,2011-03-14,1
147,2011-04-07,1
147,2011-04-14,1
147,2011-04-27,1
147,2011-05-05,1
147,2011-05-17,1
147,2011-05-26,1
147,2011-06-05,1
147,2011-06-15,1
147,2011-06-30,1
147,2011-07-14,1
147,2011-07-22,1
147,2011-08-04,1
147,2011-08-23,1
147,2011-09-05,1
147,2011-09-15,1
147,2011-09-22,1
147,2011-10-07,1
147,2011-10-13,1
147,2011-10-26,1
147,2011-11-08,1
147,2011-11-13,1
147,2011-11-24,1
139,2010-12-08,1
139,2011-03-23,1
139,2011-05-05,1
139,2011-06-17,1
139,2011-07-06,1
139,2011-09-14,1
139,2011-11-13,2
139,2011-12-01,1
81,2010-12-05,1
81,2011-01-18,1
81,2011-03-08,1
81,2011-05-05,1
81,2011-06-23,1
81,2011-07-03,1
81,2011-07-28,1
81,2011-08-15,1
81,2011-10-27,1
81,2011-10-31,1
81,2011-12-06,1
276,2011-01-14,1
276,2011-03-28,1
276,2011-05-15,1
276,2011-07-03,1
276,2011-08-08,1
276,2011-08-22,1
276,2011-10-17,1
276,2011-10-31,1
276,2011-11-14,1
276,2011-12-05,1
237,2010-12-21,1
237,2011-01-05,1
237,2011-03-06,1
237,2011-04-21,2
237,2011-09-30,1
237,2011-11-11,1
237,2011-11-24,1
95,2010-12-06,1
95,2010-12-14,1
95,2011-01-04,2
95,2011-01-10,1
95,2011-01-19,1
95,2011-01-24,2
95,2011-02-01,1
95,2011-02-09,1
95,2011-02-16,1
95,2011-02-28,2
95,2011-03-07,1
95,2011-03-14,1
95,2011-03-21,1
95,2011-03-28,1
95,2011-04-04,1
95,2011-04-14,1
95,2011-04-20,1
95,2011-04-26,1
95,2011-05-04,1
95,2011-05-09,1
95,2011-05-16,1
95,2011-05-25,1
95,2011-06-01,1
95,2011-06-08,1
95,2011-06-14,1
95,2011-06-21,1
95,2011-06-30,1
95,2011-07-08,1
95,2011-07-13,1
95,2011-07-20,1
95,2011-08-03,1
95,2011-08-17,2
95,2011-09-01,1
95,2011-09-09,1
95,2011-09-20,1
95,2011-10-05,2
95,2011-10-19,1
95,2011-11-01,1
95,2011-11-08,1
95,2011-11-14,1
95,2011-11-22,1
95,2011-11-30,1
188,2010-12-12,1
188,2010-12-19,1
188,2010-12-22,2
188,2011-01-10,1
188,2011-02-11,1
188,2011-02-17,1
188,2011-03-22,1
188,2011-04-12,2
188,2011-05-16,1
188,2011-06-16,1
188,2011-07-26,1
188,2011-09-25,1
188,2011-10-04,1
188,2011-10-31,1
188,2011-11-20,1
245,2011-01-05,1
245,2011-01-16,1
245,2011-02-02,1
245,2011-02-10,1
245,2011-02-27,1
245,2011-04-13,1
245,2011-05-23,1
245,2011-05-29,1
245,2011-06-19,1
245,2011-08-04,1
245,2011-09-04,1
245,2011-10-04,1
245,2011-10-24,1
245,2011-11-09,1
245,2011-11-30,1
314,2011-01-31,2
314,2011-02-13,1
314,2011-04-10,2
314,2011-06-09,1
314,2011-08-07,1
314,2011-09-19,1
314,2011-10-20,1
314,2011-11-14,2
254,2011-01-09,1
254,2011-01-23,1
254,2011-02-16,1
254,2011-05-08,1
254,2011-06-22,1
254,2011-08-24,2
254,2011-10-30,2
37,2010-12-02,6
37,2010-12-07,1
37,2010-12-10,4
37,2010-12-15,1
37,2011-01-10,2
37,2011-01-12,1
37,2011-01-18,1
37,2011-01-26,1
37,2011-02-11,1
37,2011-03-02,2
37,2011-03-14,3
37,2011-03-23,1
37,2011-03-31,1
37,2011-04-05,1
37,2011-05-05,2
37,2011-05-12,1
37,2011-06-08,1
37,2011-06-21,2
37,2011-07-06,1
37,2011-07-22,2
37,2011-07-28,1
37,2011-08-04,1
37,2011-09-27,4
37,2011-10-06,2
37,2011-10-21,1
37,2011-11-04,1
37,2011-11-20,1
37,2011-11-29,1
37,2011-12-06,1
100,2010-12-06,2
100,2010-12-20,2
100,2011-01-24,1
100,2011-02-22,1
100,2011-02-25,1
100,2011-03-24,1
100,2011-04-20,2
100,2011-05-20,3
100,2011-06-02,1
100,2011-07-05,3
100,2011-07-27,1
100,2011-08-09,1
100,2011-08-19,1
100,2011-08-26,2
100,2011-09-19,1
100,2011-09-26,1
100,2011-10-14,3
100,2011-11-06,1
100,2011-11-28,1
100,2011-12-02,3
313,2011-01-31,1
313,2011-03-24,2
313,2011-05-04,1
313,2011-05-06,1
313,2011-07-07,1
313,2011-07-25,2
313,2011-08-18,1
313,2011-09-08,1
313,2011-09-29,2
313,2011-10-12,1
313,2011-10-18,1
313,2011-10-27,1
313,2011-11-15,1
313,2011-12-01,1
364,2011-03-15,1
364,2011-06-06,1
364,2011-07-07,1
364,2011-08-03,1
364,2011-08-22,1
364,2011-09-25,1
364,2011-09-27,1
364,2011-11-06,1
364,2011-11-07,1
364,2011-11-22,1
411,2011-06-05,1
411,2011-07-18,1
411,2011-07-26,1
411,2011-08-03,1
411,2011-08-08,1
411,2011-08-18,1
411,2011-09-16,1
411,2011-10-10,1
411,2011-10-21,1
411,2011-11-09,1
411,2011-11-20,1
411,2011-11-29,1
411,2011-11-30,1
199,2010-12-13,2
199,2011-01-14,1
199,2011-01-28,1
199,2011-03-14,2
199,2011-04-20,2
199,2011-05-09,1
199,2011-05-13,2
199,2011-06-08,3
199,2011-06-21,1
199,2011-07-06,1
199,2011-07-26,1
199,2011-08-19,1
199,2011-09-11,2
199,2011-10-03,3
199,2011-10-20,2
199,2011-11-10,1
199,2011-11-21,1
199,2011-12-05,2
199,2011-12-08,1
262,2011-01-11,1
262,2011-01-25,1
262,2011-02-08,1
262,2011-02-24,1
262,2011-03-02,1
262,2011-03-17,1
262,2011-03-23,1
262,2011-03-30,1
262,2011-04-08,1
262,2011-04-12,1
262,2011-04-14,2
262,2011-04-28,1
262,2011-05-19,1
262,2011-05-26,1
262,2011-06-03,1
262,2011-06-08,1
262,2011-06-21,1
262,2011-06-29,1
262,2011-07-06,1
262,2011-07-13,1
262,2011-07-21,1
262,2011-07-22,1
262,2011-07-28,1
262,2011-08-08,1
262,2011-08-18,2
262,2011-08-25,1
262,2011-09-01,1
262,2011-09-06,2
262,2011-09-07,1
262,2011-09-09,1
262,2011-10-27,1
262,2011-11-09,1
262,2011-11-17,1
262,2011-11-23,1
262,2011-11-29,1
262,2011-12-01,1
262,2011-12-06,1
262,2011-12-08,1
112,2010-12-06,1
112,2010-12-13,1
112,2010-12-16,1
112,2011-01-07,1
112,2011-01-31,1
112,2011-03-01,1
112,2011-04-05,1
112,2011-05-06,1
112,2011-05-25,1
112,2011-06-22,1
112,2011-08-05,1
112,2011-09-13,1
112,2011-09-22,1
112,2011-11-08,1
112,2011-12-06,1
376,2011-03-28,1
376,2011-04-15,1
376,2011-04-20,1
376,2011-05-09,1
376,2011-05-27,1
376,2011-07-07,1
376,2011-08-04,1
376,2011-08-12,1
376,2011-08-24,2
376,2011-09-09,1
376,2011-10-05,1
376,2011-11-08,1
159,2010-12-09,1
159,2011-01-06,1
159,2011-04-14,1
159,2011-05-03,1
159,2011-05-19,1
159,2011-06-12,1
159,2011-06-30,1
159,2011-08-02,1
159,2011-08-15,1
159,2011-09-06,1
159,2011-10-13,1
159,2011-10-24,1
159,2011-11-03,1
159,2011-11-13,1
159,2011-12-02,1
216,2010-12-15,1
216,2011-01-13,1
216,2011-01-14,1
216,2011-02-18,1
216,2011-03-07,1
216,2011-03-29,1
216,2011-04-20,1
216,2011-05-20,1
216,2011-07-04,1
216,2011-08-03,1
216,2011-08-25,1
216,2011-08-28,1
216,2011-09-21,1
216,2011-10-28,1
216,2011-11-08,1
216,2011-12-01,1
216,2011-12-05,2
98,2010-12-06,1
98,2011-03-17,1
98,2011-04-26,1
98,2011-05-18,1
98,2011-06-05,2
98,2011-06-20,1
98,2011-07-15,1
98,2011-08-18,1
98,2011-09-28,2
98,2011-10-20,1
3,2010-12-01,1
3,2010-12-05,1
3,2010-12-08,1
3,2010-12-09,1
3,2010-12-13,1
3,2010-12-14,1
3,2010-12-16,1
3,2010-12-20,1
3,2010-12-23,1
3,2011-01-05,1
3,2011-01-07,1
3,2011-01-10,1
3,2011-01-12,1
3,2011-01-14,1
3,2011-01-17,1
3,2011-01-19,1
3,2011-01-21,1
3,2011-01-25,1
3,2011-01-27,1
3,2011-02-01,1
3,2011-02-03,1
3,2011-02-08,1
3,2011-02-11,1
3,2011-02-15,1
3,2011-02-18,1
3,2011-02-23,1
3,2011-03-01,1
3,2011-03-04,1
3,2011-03-08,1
3,2011-03-11,1
3,2011-03-14,1
3,2011-04-04,2
3,2011-04-06,1
3,2011-04-10,1
3,2011-04-18,1
3,2011-04-28,1
3,2011-05-04,1
3,2011-05-10,1
3,2011-05-18,1
3,2011-05-23,1
3,2011-05-25,1
3,2011-05-27,1
3,2011-06-02,1
3,2011-06-07,1
3,2011-06-13,1
3,2011-06-17,1
3,2011-06-21,1
3,2011-06-29,1
3,2011-07-06,1
3,2011-07-08,1
3,2011-07-13,1
3,2011-07-15,1
3,2011-07-19,1
3,2011-07-21,1
3,2011-07-26,1
3,2011-07-28,1
3,2011-08-02,1
3,2011-08-08,1
3,2011-08-10,1
3,2011-08-15,1
3,2011-08-18,1
3,2011-08-19,1
3,2011-09-02,1
3,2011-09-06,1
3,2011-09-13,1
3,2011-09-16,1
3,2011-09-21,1
3,2011-09-23,1
3,2011-09-27,1
3,2011-10-03,1
3,2011-10-07,1
3,2011-10-12,1
3,2011-10-16,1
3,2011-10-18,1
3,2011-10-21,1
3,2011-10-26,1
3,2011-10-28,1
3,2011-11-01,1
3,2011-11-04,1
3,2011-11-09,1
3,2011-11-11,1
3,2011-11-15,1
3,2011-11-18,1
3,2011-11-22,1
3,2011-11-24,1
3,2011-11-25,1
3,2011-11-29,1
3,2011-12-02,1
3,2011-12-06,1
3,2011-12-09,1
69,2010-12-05,1
69,2011-09-21,1
69,2011-10-05,1
69,2011-10-11,1
69,2011-10-16,1
69,2011-11-06,1
69,2011-11-27,1
110,2010-12-06,1
110,2010-12-14,1
110,2011-02-16,1
110,2011-04-01,1
110,2011-05-05,1
110,2011-06-17,1
110,2011-07-07,1
110,2011-08-26,1
110,2011-09-29,1
110,2011-11-08,1
152,2010-12-09,2
152,2011-01-05,1
152,2011-01-27,1
152,2011-02-15,2
152,2011-03-04,2
152,2011-04-12,1
152,2011-05-16,2
152,2011-06-14,2
152,2011-07-26,1
152,2011-08-11,1
152,2011-09-12,1
152,2011-09-26,2
152,2011-10-21,1
152,2011-11-04,1
152,2011-12-05,2
334,2011-02-17,1
334,2011-05-13,1
334,2011-06-08,2
334,2011-09-16,1
334,2011-11-25,1
82,2010-12-05,1
82,2011-03-27,1
82,2011-11-06,2
82,2011-11-20,1
448,2011-10-23,1
448,2011-11-06,2
394,2011-04-19,1
394,2011-10-23,1
394,2011-11-27,1
293,2011-01-23,1
293,2011-08-22,1
293,2011-09-27,1
293,2011-10-25,1
293,2011-11-17,1
293,2011-11-27,1
293,2011-12-08,1
451,2011-10-30,1
451,2011-11-30,1
410,2011-06-05,1
410,2011-06-23,1
410,2011-07-31,1
410,2011-09-08,1
410,2011-10-14,1
410,2011-11-04,1
410,2011-12-08,1
362,2011-03-14,1
362,2011-04-04,1
362,2011-07-13,1
362,2011-11-07,2
141,2010-12-08,2
141,2011-01-05,1
141,2011-01-20,1
141,2011-01-24,1
141,2011-03-07,2
141,2011-04-15,1
141,2011-05-12,1
141,2011-05-13,2
141,2011-06-03,2
141,2011-06-21,2
141,2011-06-24,1
141,2011-08-11,3
141,2011-09-16,2
141,2011-10-14,2
141,2011-10-27,2
141,2011-11-22,1
141,2011-12-07,1
89,2010-12-05,2
89,2010-12-06,1
89,2011-03-09,1
89,2011-08-08,1
89,2011-09-11,3
89,2011-10-03,2
89,2011-11-13,1
89,2011-11-24,1
9,2010-12-01,1
9,2010-12-09,1
9,2011-01-13,1
9,2011-01-18,1
9,2011-01-27,1
9,2011-03-11,2
9,2011-03-24,1
9,2011-05-12,3
9,2011-05-24,1
9,2011-06-17,1
9,2011-07-26,1
9,2011-08-25,1
9,2011-09-06,2
9,2011-10-30,1
9,2011-11-06,1
263,2011-01-11,2
263,2011-01-25,1
263,2011-05-08,1
263,2011-07-03,1
263,2011-07-28,1
263,2011-08-07,1
263,2011-10-06,1
140,2010-12-08,1
140,2010-12-10,1
140,2011-01-20,1
140,2011-03-09,1
140,2011-03-25,1
140,2011-04-06,1
140,2011-05-13,1
140,2011-07-20,1
140,2011-09-13,1
140,2011-10-04,1
140,2011-11-17,1
452,2011-11-09,1
452,2011-12-01,1
224,2010-12-16,1
224,2011-06-26,1
224,2011-07-31,1
224,2011-11-14,1
32,2010-12-02,1
32,2011-02-11,1
32,2011-02-25,1
32,2011-05-12,1
32,2011-06-19,1
32,2011-07-12,1
32,2011-08-12,1
32,2011-11-11,1
32,2011-11-30,1
186,2010-12-12,1
186,2011-01-28,1
186,2011-02-27,2
186,2011-03-13,1
186,2011-04-10,1
186,2011-05-29,1
186,2011-08-21,1
186,2011-09-11,1
186,2011-09-18,2
186,2011-10-02,1
186,2011-10-30,1
186,2011-12-02,1
86,2010-12-05,1
86,2010-12-09,1
86,2010-12-13,1
86,2011-04-17,1
86,2011-05-22,1
86,2011-06-02,1
86,2011-06-16,1
86,2011-06-17,1
86,2011-07-04,1
86,2011-08-28,1
86,2011-09-22,1
86,2011-10-02,1
86,2011-10-12,1
86,2011-11-06,1
86,2011-11-09,1
86,2011-11-27,1
77,2010-12-05,1
77,2010-12-12,1
77,2010-12-17,1
77,2011-01-14,1
77,2011-02-10,1
77,2011-02-28,1
77,2011-04-14,1
77,2011-05-17,1
77,2011-07-21,1
77,2011-11-03,1
77,2011-11-29,1
77,2011-12-02,1
350,2011-03-06,2
350,2011-04-05,1
350,2011-08-22,1
350,2011-11-14,2
350,2011-12-05,1
27,2010-12-02,1
27,2010-12-16,1
27,2011-01-07,1
27,2011-01-25,1
27,2011-01-27,1
27,2011-02-15,1
27,2011-02-17,1
27,2011-04-01,1
27,2011-05-20,1
27,2011-06-22,1
27,2011-08-09,1
27,2011-09-11,1
27,2011-10-14,1
27,2011-11-28,1
217,2010-12-15,3
217,2011-01-14,1
217,2011-02-14,1
217,2011-03-21,1
217,2011-04-11,1
217,2011-04-18,1
217,2011-05-10,1
217,2011-05-11,1
217,2011-06-09,2
217,2011-06-30,2
217,2011-08-10,2
217,2011-08-18,2
217,2011-08-26,1
217,2011-10-07,1
217,2011-10-25,1
217,2011-11-08,1
217,2011-11-29,1
38,2010-12-02,1
38,2010-12-13,1
38,2010-12-19,1
38,2011-01-11,1
38,2011-02-13,1
38,2011-04-13,1
38,2011-04-27,1
38,2011-06-07,1
38,2011-07-22,1
38,2011-08-07,1
38,2011-08-10,1
38,2011-09-22,1
38,2011-11-03,1
38,2011-11-23,1
38,2011-12-05,1
374,2011-03-23,2
374,2011-03-28,1
374,2011-06-26,1
345,2011-03-01,1
345,2011-11-04,1
345,2011-11-21,1
428,2011-08-21,1
428,2011-09-27,1
428,2011-10-02,1
428,2011-12-07,1
434,2011-09-14,1
434,2011-10-06,1
434,2011-10-27,1
434,2011-11-04,1
65,2010-12-05,1
65,2011-01-09,1
65,2011-01-30,1
65,2011-02-27,1
65,2011-05-01,1
65,2011-07-24,1
65,2011-10-30,1
248,2011-01-06,1
248,2011-02-03,1
248,2011-03-03,1
248,2011-03-22,1
248,2011-04-07,1
248,2011-05-04,1
248,2011-05-24,1
248,2011-06-14,1
248,2011-07-07,1
248,2011-08-05,1
248,2011-09-01,1
248,2011-10-07,1
248,2011-11-07,1
215,2010-12-15,1
215,2011-01-12,1
215,2011-04-05,1
215,2011-05-25,1
215,2011-07-19,1
215,2011-08-24,1
215,2011-11-23,1
132,2010-12-08,2
132,2011-03-01,1
132,2011-06-22,1
132,2011-09-28,1
132,2011-11-02,1
132,2011-11-24,1
132,2011-12-07,1
25,2010-12-02,1
25,2011-03-07,1
25,2011-04-04,1
25,2011-07-13,1
25,2011-08-16,1
25,2011-09-07,1
25,2011-10-31,1
427,2011-08-17,1
427,2011-10-24,2
442,2011-10-09,1
442,2011-11-13,2
408,2011-05-25,1
408,2011-06-22,1
408,2011-07-31,1
408,2011-08-23,1
408,2011-09-06,1
408,2011-09-14,1
408,2011-09-15,1
408,2011-09-22,1
408,2011-10-06,1
408,2011-11-02,1
408,2011-11-21,1
408,2011-11-28,1
408,2011-12-09,1
169,2010-12-10,1
169,2011-02-24,1
169,2011-04-20,2
169,2011-05-26,1
169,2011-06-06,1
169,2011-06-07,1
169,2011-06-17,3
169,2011-08-25,1
169,2011-10-06,1
169,2011-10-25,2
169,2011-11-02,1
169,2011-11-08,1
169,2011-11-16,1
78,2010-12-05,1
78,2010-12-13,1
78,2011-01-04,1
78,2011-02-06,1
353,2011-03-07,2
353,2011-06-27,1
353,2011-09-30,1
157,2010-12-09,1
157,2010-12-17,1
157,2010-12-23,1
157,2011-02-11,1
157,2011-03-31,1
157,2011-04-01,1
157,2011-04-21,1
157,2011-05-20,1
157,2011-06-10,1
157,2011-07-11,1
157,2011-07-22,1
157,2011-08-16,2
157,2011-08-28,1
157,2011-08-31,1
157,2011-09-02,1
157,2011-09-05,1
157,2011-10-05,1
157,2011-10-14,2
157,2011-10-25,1
157,2011-12-02,3
157,2011-12-05,3
369,2011-03-17,2
369,2011-07-28,1
369,2011-10-25,1
369,2011-11-13,2
369,2011-11-17,1
369,2011-11-27,1
83,2010-12-05,1
83,2010-12-13,1
83,2010-12-20,1
83,2011-01-10,1
83,2011-01-26,1
83,2011-02-16,1
83,2011-03-15,1
83,2011-04-11,1
83,2011-05-27,1
83,2011-06-09,1
83,2011-07-19,1
83,2011-08-18,1
83,2011-09-30,1
83,2011-11-17,1
83,2011-12-04,1
405,2011-05-13,1
405,2011-06-16,1
405,2011-12-06,1
303,2011-01-27,1
303,2011-02-24,1
303,2011-04-07,1
303,2011-05-16,1
303,2011-09-01,1
303,2011-10-06,1
303,2011-11-24,1
303,2011-12-09,1
107,2010-12-06,1
107,2011-01-05,1
107,2011-02-23,1
107,2011-03-01,1
107,2011-04-20,1
107,2011-08-21,1
107,2011-08-31,1
107,2011-09-29,1
107,2011-12-05,1
107,2011-12-07,1
449,2011-10-26,2
449,2011-11-06,1
449,2011-11-14,1
449,2011-11-23,1
449,2011-12-01,2
187,2010-12-12,1
187,2011-03-22,1
187,2011-06-21,1
187,2011-09-13,1
187,2011-11-03,1
363,2011-03-14,1
363,2011-06-10,1
363,2011-11-27,2
400,2011-05-08,1
400,2011-06-12,1
400,2011-10-02,1
400,2011-10-23,1
151,2010-12-08,1
151,2010-12-12,1
151,2011-02-01,1
151,2011-02-22,1
151,2011-03-29,1
151,2011-04-20,1
151,2011-06-08,1
151,2011-06-16,1
151,2011-07-18,1
151,2011-08-12,1
151,2011-09-01,1
151,2011-09-08,1
151,2011-09-29,1
151,2011-10-27,1
151,2011-11-10,1
151,2011-12-01,1
142,2010-12-08,1
142,2011-04-27,2
142,2011-05-27,1
142,2011-09-21,1
142,2011-11-03,1
142,2011-11-24,1
142,2011-12-06,1
4,2010-12-01,2
4,2010-12-02,1
4,2010-12-16,2
4,2010-12-21,1
4,2011-01-04,1
4,2011-01-13,1
4,2011-01-20,2
4,2011-01-25,1
4,2011-02-04,2
4,2011-02-11,1
4,2011-02-21,1
4,2011-03-16,2
4,2011-03-21,1
4,2011-03-25,3
4,2011-04-11,1
4,2011-04-27,1
4,2011-05-03,1
4,2011-05-11,2
4,2011-05-17,2
4,2011-05-24,1
4,2011-06-06,1
4,2011-06-10,1
4,2011-06-27,2
4,2011-06-28,2
4,2011-07-06,1
4,2011-07-08,1
4,2011-07-28,2
4,2011-08-05,4
4,2011-08-17,2
4,2011-08-24,1
4,2011-09-05,3
4,2011-09-07,3
4,2011-09-20,2
4,2011-10-05,1
4,2011-10-07,3
4,2011-10-10,1
4,2011-10-11,2
4,2011-10-26,1
4,2011-11-01,1
59,2010-12-05,1
59,2010-12-14,1
59,2011-01-05,1
59,2011-01-17,1
59,2011-02-07,1
59,2011-03-06,1
59,2011-04-18,3
59,2011-05-12,1
59,2011-05-23,1
59,2011-06-27,1
59,2011-07-11,1
59,2011-07-25,1
59,2011-08-16,1
59,2011-08-23,1
59,2011-09-18,1
59,2011-10-04,1
59,2011-11-06,1
59,2011-12-04,1
435,2011-09-25,1
435,2011-10-28,1
435,2011-10-30,1
136,2010-12-08,1
136,2011-03-25,1
136,2011-06-07,1
136,2011-09-13,1
136,2011-10-14,1
316,2011-02-01,1
316,2011-03-22,1
316,2011-10-25,1
336,2011-02-20,1
336,2011-03-20,1
336,2011-05-11,1
336,2011-06-12,1
336,2011-08-14,1
336,2011-09-28,1
336,2011-10-30,1
336,2011-11-30,1
399,2011-05-08,1
399,2011-10-13,1
299,2011-01-25,1
299,2011-02-25,1
299,2011-04-08,1
299,2011-04-11,1
299,2011-04-21,1
299,2011-05-03,2
299,2011-05-19,1
299,2011-05-25,2
299,2011-05-27,1
299,2011-06-07,1
299,2011-07-20,1
299,2011-07-26,1
299,2011-08-01,1
299,2011-08-02,1
299,2011-08-10,1
299,2011-08-11,1
299,2011-08-16,1
299,2011-08-17,1
299,2011-08-23,2
299,2011-08-30,1
299,2011-09-25,1
299,2011-09-30,1
299,2011-10-10,1
299,2011-10-17,1
299,2011-10-31,1
299,2011-11-11,1
299,2011-11-23,1
299,2011-12-02,2
299,2011-12-06,1
211,2010-12-15,1
211,2011-01-05,1
211,2011-02-23,1
211,2011-04-27,1
211,2011-06-16,1
211,2011-07-12,1
211,2011-08-08,1
211,2011-09-01,1
211,2011-09-27,1
211,2011-10-30,1
211,2011-12-01,1
94,2010-12-06,1
94,2010-12-14,1
94,2010-12-15,1
94,2011-01-13,1
94,2011-02-01,1
94,2011-02-10,1
94,2011-02-22,1
94,2011-04-06,1
94,2011-05-13,1
94,2011-05-25,1
94,2011-06-23,1
94,2011-07-22,1
94,2011-09-13,1
94,2011-09-22,1
94,2011-10-11,1
94,2011-11-14,1
94,2011-11-17,1
94,2011-11-25,1
94,2011-12-08,1
35,2010-12-02,1
35,2011-04-12,1
35,2011-05-12,2
35,2011-06-03,1
35,2011-07-20,2
35,2011-08-11,1
35,2011-08-28,1
35,2011-10-04,1
35,2011-10-25,1
35,2011-11-17,1
342,2011-02-28,2
342,2011-04-14,1
342,2011-04-28,2
342,2011-05-20,2
342,2011-06-23,1
342,2011-08-04,1
342,2011-08-18,1
342,2011-09-01,2
342,2011-09-25,1
342,2011-10-19,1
342,2011-11-08,1
63,2010-12-05,1
63,2011-01-04,1
63,2011-04-06,1
63,2011-05-11,1
63,2011-06-15,1
63,2011-07-24,1
63,2011-08-10,1
63,2011-08-17,1
63,2011-09-04,2
63,2011-10-12,1
63,2011-11-07,1
63,2011-11-30,1
352,2011-03-07,1
352,2011-05-09,1
352,2011-06-27,1
352,2011-10-04,1
352,2011-11-07,1
352,2011-11-21,1
352,2011-12-01,1
160,2010-12-09,1
160,2011-01-04,1
160,2011-02-07,1
160,2011-04-07,1
160,2011-07-17,1
160,2011-07-31,1
160,2011-09-05,1
160,2011-11-23,1
172,2010-12-10,2
172,2011-02-08,1
172,2011-02-18,1
172,2011-03-24,1
172,2011-07-04,1
